comment_no,comment,pol_score,subj_score
18,"(this is all from the standpoint of someone who didnât spend years watching the show)

i binged the show in less than a month, which was super fun. yeah the destination wasnât very good, but i loved the journey. from a filmmaking standpoint, itâs an incredible show, with some of the best production value iâve seen on tv. and the writing is amazing in seasons 1-6. i love how the show was always one step ahead of me. my favorite scene in the show might be scene where the mountain duels oberyn martell, because itâs an example of how great the writing is condensed into one scene. any other show or movie would have oberyn get his revenge on the people who raped his sister, then killed her along with her children. but nope, this is game of thrones. the way the show throws all the narrative cliches out the window and brilliantly subverts the viewers expectations made me fall in love with the show. itâs shock value, but not just for the sake of shock value. almost everything had a reason and justification for happening. obviously, season 8 lacks this, which is why i donât like it, but it doesnât take away everything great the show has done in my opinion. iâd be lying if i said i wasnât disappointed with the ending, i really am. it wasnât a matter of choices the characters made, but how those choices were developed. every choice made in the end couldâve been pulled off, even danyâs heel turn, but it was just so damn rushed. but the first 6 seasons are a 10/10 (or at least close to it) in my eyes, and even season 7 wasnât awful. they just didnât stick the landing, and i donât believe that ruins everything great the show did.",0.2692948717948717,0.5585256410256411
124,i feel like i am the only one who really likes season 7. it is not my favorite i like season 1 and 4 better but season 7 gets a ton of hate idk why? (i dont like season 8),0.15,0.7666666666666666
124,i feel like i am the only one who really likes season 7. it is not my favorite i like season 1 and 4 better but season 7 gets a ton of hate idk why? (i dont like season 8),0.15,0.7666666666666666
155,"personally i love all 8 seasons and as a violin player and general lover of orchestral music, scores in movies and tv have a great influence on my enjoyment of said medium. i have no doubt that djawadi's score in the last season is a huge reason as to why i loved it. the score of any form of visual has such an impact and really makes me feel the emotions of what is happening on the screen even if what is happening may not be perfectly executed. for this reason i say season 8 is djawadis best score, and is the one i listen to the most. 

honorable mentions go to season 7 because it is like the rock album of the series with all of themes just on full blast. and season 2 aswell because that is where djawadi has figured out the themes for all houses and starts making the songs part of the characters.",0.4230769230769231,0.5128205128205129
156,"season 7 almost made me quit the show. jon and dany hooking up, ew. it seemed so anti -got. 

one plot thread i thought was stupid was the wight hunt. although, it was the only way to make dany look good to jon and give the night king a dragon.

i can't think of any other way to advance the plot, but it was stupid.",-0.205,0.795
219,"i liked that it was cersei sitting on the iron throne instead of tommem and margarey at season 7. it made it more nuanced when dany tries to conquer westeros. 

dany could justify to herself that she should sit on the throne to save the citizens from cersei's tyranny. when in reality she's no different than her. 

just imagine when dany would try to conquer westeros if tommem and margarey were on the throne. she would probably say they were tyrants too, but i guess it would have made her look more crazy then having the show forcing you to think about it.",0.15,0.6166666666666667
257,"and i am tired of pretending it's not.

sansa not telling jon that vale were coming.

not arming the giant. (what would it take to chop a tree so the giant could wield it?he could swoop the infantry circle..)

jon's extra thicc plot armor. he fucking survived a barrage of arrows, his horse turned into a fucking cheese grater but somehow, he survived. (what was he thinking anyways?)

there is no way those bodies would pile up like that in an open battlefield.

jon's suffocation was a cool scene... if it wasn't 30 minutes long.

an experienced archer such as ramsay not aiming for jon's legs when he has his shield up during their ""1v1"".

ramsay shooting the giant instead of jon. (you may argue that he wanted a proper duel with jon but come on. we all know what ramsay is.he is not much for honor.)

overall it was a ""hero gets beaten then gets saved by someone they didn't expect."" cliche.

it had its moments,first contact with cavalries was an awesome scene and cinematography during the battle was simply stunning yet it reminds me of season 7-8 where action and cool scenes are more important than realism.",0.10714285714285714,0.6142857142857143
264,"i'm in my yearly re-watch and i'm at the point where i'm drudging my way through season 7, and i got back to thinking - how would danerys' conquest have gone if tyrion hadn't started taking stupid pills? here's my thought -   
step 1: upon striking the alliance with dorne and the tyrells, immediately march the dornish army to highgarden to combine their strength. tyrion should know that the lannister army would outmatch the tyrells on their own if cersei went on the offensive.  
step 2: deploy the dothraki, commanded by tyrion, to liberate the riverlands and strike an alliance with edmure tully and the riverlords. then have the dothraki capture and occupy harrenhall so they're positioned on the mainland if they're needed again.  
step 3: sail the greyjoy and unsullied fleets together to the western sea, guarded by danerys and 2 dragons (1 dragon remains with missandei to guard dragonstone), to find and kill euron greyjoy and capture or destroy his fleet. tyrion should so, so, so obviously have known that euron was their biggest military threat.  
step 4: once euron is defeated, send the unsullied to take casterly rock. theon then takes the unsullied ships to retake the iron islands. danerys and yara recover the tyrell treasury and supplies from highgarden and take them back to dragonstone for safe keeping.  
step 5: embark varys on a secret mission to the stormlands to find out what the hell has been going on there since stannis sailed north and if there are any allies to be found. if not, march the tyrell and dornish armies to storm's end to take the castle and stage them for the siege of king's landing.  
step 6: surround king's landing with the dornish and tyrells from the south and east, the tullys from the north, and the greyjoy fleet from the sea. having captured all the top fortresses in the kingdom, there's no one left to stop her.  
sorry for wasting your time haha.",0.04375,0.44999999999999996
328,"thank you all who've read any of my thoughts and left any comments. the more interesting stuff is toward the bottom. 
i wrote these thoughts as i watched, when i had a thought worth writing i would jot it down in my notes and now i'm copying and pasting them here with a bit of tune-up of course. 

season 8

i wish we'd gotten to see more of arya using her faces and more of bran doing three eyed raven stuff

grey worm is going to die. characters don't have heart felt moments where they make a promise to a loved one and then live to fulfill it. 

i would've loved to see gren at winterfell fighting the dead
are the gods real? the lord of light and many faces seem to be real but what about the rest?

i would've liked to see more of the dothraki preparing although they didn't change much, just putnoon warmer clothes

the clothing that the unsullied wear would not keep them warm, if got winter is anything like ours they'd be freezing

i noticed no one in the north wears anything to keep their ears or nose warm, a simple hood is the most we've gotten

i wonder if being a targaryen is the reason jon gets along with the dragon or if tits just because he's a gentle man 

how does the night king have so many men that look the same and how do some of them have hair and why doesn't the night king have hair?

i hope the night king can speak, that'll make things a lot more interesting
ghost was alive this whole time? i don't think he made more than three appearances since season 5

the dothraki having their weapons lit up like that was awesome, one of my favorite scenes and then seeing their light charge was equally as cool

i hope ghost doesn't die, if he does it should be by jon's side

how did the red woman survive and is she with the army of the dead? she's very mysterious

ed just died for sam. i liked ed and i had hoped to see him live

they can't win this. the dead gave just gotten over the wall and there are countless more coming

it's a shame cersi's troops aren't at winterfell, i'd like to see the mountain fighting 

holy shit episode 3 was crazy, i thought our favorite characters would die, i didn't write too many thoughts during the end of the episode because i completely forgot about it. arya getting the killing blow was cool but i think it should've been jon

cersi can easily win now. there is 1 dragon and over half of the northern army was killed, i hope arya can take her faces and assassinate her

grey worm didn't die which is a pleasant surprise

tyrion trying to reason with cersi is pointless, she is a monster and she'd kill everyone before she steps down as queen

i have a feeling grey worm will either kill the mountain or be killed by him 

the thing missandei said before she died, i thought that was the word that made the dragon breath fire and if it is why didn't drogon do it? that or she was telling them to burn the city

many innocent people are going to die and cersi sadly won't suffer for it

i've lost more and more faith in daenerys as the shows progressed and i hope she can make a comeback but i think jon is being set up to take her down in a heart breaking way

varys is a smart man so i believe putting his rings in the cup and burning the paper was a message for his little birds. i'm not too sure about the paper being burnt as i think it could've been to throw them off but i definitely believe the rings are significant

daenerys killing the innocent was the turning point for me, she's killing as many people as she can.

the soldiers are killing everyone, why? daenerys just turned the people against her and set up jon to take the throne perfectly

cersi deserved a much worse death, rarely do i think anyone deserves to suffer but she deserves the torture theon received and jamie died with her. he didn't need to die but his love for her killed him

2 of my guesses for who will die were right and four of my theories for how people will die were pretty close if not dead on, i guessed that cersi and oberyns wife would die i just didn't know how or when and the close to dead on guesses were theon will either be killed because of his betrayal or he'll die because he was trying to redeem himself. jorah will either disappear or die for daenerys. little finger will die because jon or sansa kill him or he'll die trying to prove his loyalty. jamie will die for cersi or with her.
 
if jon and grey worm fought who would win? they're both excellent fighters and i'd love to see the fight although i'd probably be upset about how it ends 

why did daenerys completely destroyed king's landing? it feels out of character for her, yes she changed but she became a tyrant pretty quick

tyrion is going to partly blame himself for jamie's death

arya and jon approaching the stairs, through the crowd of people is resembling neds death. arya is stuck in the crowd and her family member is up in front of everyone preparing to die, jon's still walking up the steps as i type this so this is nothing more than speculation 

maybe it isn't possible to be a ruler or to overthrow one without killing innocent people but it's definitely possible to do as little damage as possible

jon still supports daenerys but he's conflicted so here's hoping he makes the right choice

even if jon kills dany her army wouldn't follow him, they'd kill him. 

i thought varys rings were a sign to his birds to send out his message about jon's true name because he knew he'd die so why take off your jewelry when it doesn't make a difference? 

i wasn't too upset earlier but the more this finale episode goes on the more i'm irritated. daenerys knows that being the queen of nothing doesn't matter, she's sitting on the throne but the people won't accept her. she's the ruler of ashes and now she's either manipulating jon or she's gone crazy 

why are people so stubborn and ignorant in this show, i don't have names or references to the moments i'm talking about because i didn't jot then down when they happened as i thought they were isolated events but they're not. the only people i can really say for sure are ignorant and stubborn are stannis, cersi, and dany. obviously if they weren't ignorant and were reasonable there'd be less issues and we'd have better endings with less drama but it's still annoying

melting the throne was an amazing thing to do, although the fact that drogon knew it was the right thing to do is strange since it's not been alive long enough to fully understand it's evilness. i do like it though, the throne has caused countless and pointless death and misery

what will the unsullied and dothraki do now that dany is not only dead but her body is also missing? 

this small circle of people looks like it could be an interesting government

robin had a much smaller role then i expected.

i think i should've time stamped these thoughts, they're chronological but if you aren't watching the show with me and you haven't seen it since it ended you probably won't get too much of what i'm thinking

i wonder if there has been a three eyed raven as king before bran. i also think he'll be the best king there ever was only rivaled by the potential of jon.

the north being independent should be how the rest of the houses operate. only making alliances when they need to.

what will happen to the body of dany?

jon is really getting a shitty deal. he potentially saved everyone and now he's suffering for it. he deserves better and he won't get it, a sad truth. he's suffered a lot, killing the woman he loves, having the woman he loved killed in front of him, saving countless people and receiving no thanks

what would have happened to the free folk had dany not been killed? would she have killed them to let them be?

why is the nights watch still around and who do they serve also who is the lord commander since ed died

if bran knew that he'd be king, and around a million people would die why didn't he save anything? i can only assume this is the best possible outcome for the future of the world and it's people

where will bran rule? 

will kings landing be rebuilt? 

arya is headed west of westros and it hadn't occurred to me that those people have no idea of the shit that just went down for the past few years, they had no idea the world could've ended, and we have no idea what they were going through

i think this series could've gotten a star wars treatment. elaboration and exploration upon the world and people of it. i'd love to see how bran does as king and how the world turns out after he's dead.

how long was the time skip? long enough to rebuild kings landing or build a similar establishment

tyrion has been the hand to three rulers, joffery, daenerys, and now bran. 

why/how is bron still alive? i expected tyrion to kill him after threatening him and his brother

the bickering between the kings table i guess you'd call it was definitely amusing

all of neds children are in a position of power. jon looks to be more commander again, sansa is the queen of the north, bran is the king, and arya has her own ship. i imagine ned would be proud of his children.

it is currently 12:00 am and i've justed finished the show. for me it was an 9/10, 1 point off for the vast mystery that was left and although i didn't like the out of character actions of daenerys i think it was a fairly good ending. i loved the show and greatly enjoyed each episode, it's put me on to kit harington and sophie turner. (i just found out that sophie's debut in acting was game of thrones and holy shit is she good, if that's the beginning of her career i'll enjoy finding out where else it goes)

people still don't know that tyrion didn't kill joffery?

who are the best fighters in got skill wise? this is a discussion i'd like to have with you guys. i say the candidates are arya, brienne, jon, oberyn, bron, jaqen h'ghar and maybe grey worm. i think arya is the best (rivaled by jaqen) but if she were to fight the mountain at the end of the series i don't believe she'd win, brienne would have the best chance although i imagine she would also lose but that doesn't make the mountain the most skilled, he's a freak of science & maybe magic and he doesn't rely on his skill whatsoever. the most dangerous man in got was the night king, the most dangerous fighter was the mountain, and my favorite was jon. 

now to talk about my favorite characters but first the honorable mentions: sansa, missandei, rob stark, podrick, brienne, the hound, grendy, and shireen.

1. jon snow, he reminds me of captain america. he's an honorable man doing what he think is best for the peoples saftey. he trusted the free folk and helped them unlike any lord commander ever 

2. tyrion lannister, he's funny, clever and has good intentions. his life has been a struggle both emotionally and physically and i sympathize with him. hes also brave and looks good with facial hair. he's loyal to the people like varys, he knows when to do the right thing and be stayed true to himself until the end

3. daenerys targaryen, being the breaker of chains is a big plus for me. also stopping the rape and murder of innocence in her army. she's a mostly good person and her ideas of what she wants the world to be is closer to today's world than any other character has shown to strive for. i wrote these character reviews/favoritism explanations before finishing season 7, now that i've finished season 8 i see that dany is a lot worse than i expected. i wanted to remove her from the 3rd place because of what happened in episode 7 & 8 of the 8th season but i can't. she's still a favorite

4. arya stark she's tough, independent, and her journey was impressive as well as interesting. i expected her to die several times but was pleasantly surprised. she might even be the best fighter in got

5. prince oberyn, we didn't see much of him but we know he's a mostly kind man and he's charming. he lived and died for his sister plus he hates the lannisters and i love that. sadly his ego got him killed otherwise he might've taken second place on my list

6. samwell tarly, he has a good heart and i feel sorry for him. his father hates him and the rest of his family won't stand up for him. he also cured jorah of grayscale

7. tormund, here me out with this one. i know he's a rapist(probably), murder and thief but most of the people in got are terrible people. i like tormund because he's funny and his relationship/respect for jon

8. ned stark, he wasn't around for long but the example he set has lived on thought the series, his teachings and honor are forever remembered. he was a good man, an honorable man and i'll forever enjoy his character

9. jamie lannister, i don't know have much reason here. he's mostly honorable and he's merciful, he saved lady olena from what probably would've been torture. he's also loyal which is a con as much as it is a pro.

10. gren, for the short time he was around he was an awesome character. he defended sam, supported jon, and gave his life for his brothers fighting a giant.",0.20607572252309106,0.5351873272925903
336,"it's so great to have a show where each episode is like a tiny movie. i love that there are so many characters, therefore many people to cheer on and many to hate. also - the show can afford to kill important characters, so you can never dismiss the possibility of any twist and turn. glorious 6 seasons.

i can't help but be saddened by season 7 (haven't reached season 8 yet). even binge watching isn't helping. the writing is lazy and lacks imagination, the dialogues are cringey or cliche. everything seems rushed... maybe they did kill off too many characters at that point and didn't have enough material planned for the ones that stayed.",0.2409090909090909,0.6590909090909091
